state_link,total_link_count,total_count,percent_total
pa->ar,16,602947,2.65E-05
mo->id,16,602947,2.65E-05
md->nv,16,602947,2.65E-05
mi->ma,16,602947,2.65E-05
nv->hi,16,602947,2.65E-05
or->ms,16,602947,2.65E-05
nh->mi,15,602947,2.49E-05
nd->ks,15,602947,2.49E-05
al->me,15,602947,2.49E-05
nm->oh,15,602947,2.49E-05
va->ma,15,602947,2.49E-05
vt->tn,15,602947,2.49E-05
ok->az,15,602947,2.49E-05
la->ok,15,602947,2.49E-05
mn->mt,15,602947,2.49E-05
ky->mi,15,602947,2.49E-05
ri->ms,15,602947,2.49E-05
tn->ok,15,602947,2.49E-05
co->oh,15,602947,2.49E-05
ga->ky,15,602947,2.49E-05
ri->ok,15,602947,2.49E-05
mn->wy,15,602947,2.49E-05
ri->pa,15,602947,2.49E-05
tn->de,15,602947,2.49E-05
ca->ri,15,602947,2.49E-05
va->nm,15,602947,2.49E-05
ia->mn,15,602947,2.49E-05
mn->ut,15,602947,2.49E-05
ga->me,15,602947,2.49E-05
wi->md,15,602947,2.49E-05
wa->ar,15,602947,2.49E-05
sc->mt,15,602947,2.49E-05
id->tx,15,602947,2.49E-05
tn->sc,15,602947,2.49E-05
tn->il,14,602947,2.32E-05
tx->ri,14,602947,2.32E-05
ok->ia,14,602947,2.32E-05
ny->sd,14,602947,2.32E-05
pr->ca,14,602947,2.32E-05
ut->az,14,602947,2.32E-05
wa->ne,14,602947,2.32E-05
wi->sc,14,602947,2.32E-05
wi->ak,14,602947,2.32E-05
nd->co,14,602947,2.32E-05
wa->vt,14,602947,2.32E-05
ut->ia,14,602947,2.32E-05
ne->md,14,602947,2.32E-05
ky->ks,14,602947,2.32E-05
id->ca,14,602947,2.32E-05
ky->ak,14,602947,2.32E-05
ri->nv,14,602947,2.32E-05
tn->ks,14,602947,2.32E-05
nj->ut,14,602947,2.32E-05
ne->me,14,602947,2.32E-05
ga->or,14,602947,2.32E-05
sc->tn,14,602947,2.32E-05
tn->wi,14,602947,2.32E-05
wv->wy,14,602947,2.32E-05
me->fl,14,602947,2.32E-05
mt->ga,14,602947,2.32E-05
ct->mo,14,602947,2.32E-05
nj->ma,14,602947,2.32E-05
co->wi,14,602947,2.32E-05
la->az,14,602947,2.32E-05
al->oh,14,602947,2.32E-05
nc->ak,14,602947,2.32E-05
nh->ny,14,602947,2.32E-05
az->mo,14,602947,2.32E-05
al->nv,14,602947,2.32E-05
md->id,14,602947,2.32E-05
ct->ky,14,602947,2.32E-05
or->hi,14,602947,2.32E-05
ia->al,14,602947,2.32E-05
dc->tx,13,602947,2.16E-05
nc->nj,13,602947,2.16E-05
ut->or,13,602947,2.16E-05
ks->ok,13,602947,2.16E-05
ar->or,13,602947,2.16E-05
nv->in,13,602947,2.16E-05
ok->oh,13,602947,2.16E-05
md->ct,13,602947,2.16E-05
sc->wi,13,602947,2.16E-05
wa->ct,13,602947,2.16E-05
ky->mo,13,602947,2.16E-05
nm->ms,13,602947,2.16E-05
nd->sd,13,602947,2.16E-05
md->ok,13,602947,2.16E-05
va->ar,13,602947,2.16E-05
md->mn,13,602947,2.16E-05
ky->ok,13,602947,2.16E-05
nc->md,13,602947,2.16E-05
wi->ut,13,602947,2.16E-05
or->sc,13,602947,2.16E-05
wa->ma,13,602947,2.16E-05
nm->me,13,602947,2.16E-05
wi->nm,13,602947,2.16E-05
az->wy,13,602947,2.16E-05
mi->nj,13,602947,2.16E-05
ne->ok,13,602947,2.16E-05
de->ak,13,602947,2.16E-05
sc->pa,13,602947,2.16E-05
ri->wi,13,602947,2.16E-05
sc->ak,13,602947,2.16E-05
la->nc,13,602947,2.16E-05
sc->me,13,602947,2.16E-05
tn->nj,13,602947,2.16E-05
co->nv,13,602947,2.16E-05
mn->sd,13,602947,2.16E-05
ne->il,13,602947,2.16E-05
nh->az,13,602947,2.16E-05
ne->mn,13,602947,2.16E-05
nj->nm,13,602947,2.16E-05
ut->oh,13,602947,2.16E-05
la->me,13,602947,2.16E-05
ms->ny,13,602947,2.16E-05
nv->mn,13,602947,2.16E-05
ma->nm,13,602947,2.16E-05
nc->nv,13,602947,2.16E-05
ri->wy,13,602947,2.16E-05
or->in,13,602947,2.16E-05
mt->ca,13,602947,2.16E-05
md->nj,12,602947,1.99E-05
ri->tn,12,602947,1.99E-05
ok->ak,12,602947,1.99E-05
mn->ne,12,602947,1.99E-05
oh->wy,12,602947,1.99E-05
ia->mi,12,602947,1.99E-05
ct->ok,12,602947,1.99E-05
wa->md,12,602947,1.99E-05
de->ok,12,602947,1.99E-05
ri->mn,12,602947,1.99E-05
nh->nj,12,602947,1.99E-05
tn->ma,12,602947,1.99E-05
nj->sd,12,602947,1.99E-05
wa->nh,12,602947,1.99E-05
vt->ut,12,602947,1.99E-05
co->md,12,602947,1.99E-05
md->de,12,602947,1.99E-05
mi->ut,12,602947,1.99E-05
la->wi,12,602947,1.99E-05
nm->in,12,602947,1.99E-05
sd->tx,12,602947,1.99E-05
ky->pa,12,602947,1.99E-05
il->wy,12,602947,1.99E-05
or->md,12,602947,1.99E-05
sd->md,12,602947,1.99E-05
tn->mo,12,602947,1.99E-05
ga->md,12,602947,1.99E-05
ri->mt,12,602947,1.99E-05
az->vt,12,602947,1.99E-05
fl->nm,12,602947,1.99E-05
sc->ky,12,602947,1.99E-05
co->de,12,602947,1.99E-05
ky->wi,12,602947,1.99E-05
vt->il,12,602947,1.99E-05
pr->ne,12,602947,1.99E-05
ct->hi,12,602947,1.99E-05
nm->mn,12,602947,1.99E-05
hi->nv,12,602947,1.99E-05
sc->ut,12,602947,1.99E-05
md->or,12,602947,1.99E-05
id->ia,12,602947,1.99E-05
hi->ok,12,602947,1.99E-05
nh->vt,12,602947,1.99E-05
al->pa,12,602947,1.99E-05
oh->hi,12,602947,1.99E-05
tn->hi,12,602947,1.99E-05
ms->ar,12,602947,1.99E-05
ny->ri,12,602947,1.99E-05
ct->de,12,602947,1.99E-05
ia->ky,12,602947,1.99E-05
md->sc,11,602947,1.82E-05
md->vt,11,602947,1.82E-05
oh->ut,11,602947,1.82E-05
oh->tn,11,602947,1.82E-05
ri->md,11,602947,1.82E-05
al->mi,11,602947,1.82E-05
va->id,11,602947,1.82E-05
mi->nh,11,602947,1.82E-05
ia->oh,11,602947,1.82E-05
il->nh,11,602947,1.82E-05
wy->ny,11,602947,1.82E-05
ma->mt,11,602947,1.82E-05
de->co,11,602947,1.82E-05
al->nc,11,602947,1.82E-05
ks->az,11,602947,1.82E-05
mn->nm,11,602947,1.82E-05
hi->il,11,602947,1.82E-05
co->ks,11,602947,1.82E-05
co->ky,11,602947,1.82E-05
ky->ms,11,602947,1.82E-05
in->al,11,602947,1.82E-05
ga->ak,11,602947,1.82E-05
ky->ar,11,602947,1.82E-05
vt->la,11,602947,1.82E-05
wi->nh,11,602947,1.82E-05
in->or,11,602947,1.82E-05
va->sd,11,602947,1.82E-05
nj->id,11,602947,1.82E-05
oh->nj,11,602947,1.82E-05
tn->ut,11,602947,1.82E-05
vt->ar,11,602947,1.82E-05
vt->id,11,602947,1.82E-05
nm->mo,11,602947,1.82E-05
ga->nv,11,602947,1.82E-05
nc->hi,11,602947,1.82E-05
nh->nv,11,602947,1.82E-05
ne->hi,11,602947,1.82E-05
ok->ms,11,602947,1.82E-05
nh->ak,11,602947,1.82E-05
wv->la,11,602947,1.82E-05
ks->sd,11,602947,1.82E-05
mi->nm,11,602947,1.82E-05
nc->il,11,602947,1.82E-05
az->hi,11,602947,1.82E-05
ar->sd,11,602947,1.82E-05
nd->ia,11,602947,1.82E-05
in->ms,11,602947,1.82E-05
hi->in,11,602947,1.82E-05
nv->ar,11,602947,1.82E-05
ia->ut,11,602947,1.82E-05
al->co,11,602947,1.82E-05
ar->mo,11,602947,1.82E-05
ri->il,11,602947,1.82E-05
sc->mn,11,602947,1.82E-05
nv->id,11,602947,1.82E-05
ia->la,11,602947,1.82E-05
ct->tn,11,602947,1.82E-05
de->az,11,602947,1.82E-05
ut->nv,11,602947,1.82E-05
ut->me,11,602947,1.82E-05
nd->ms,10,602947,1.66E-05
nm->id,10,602947,1.66E-05
az->sc,10,602947,1.66E-05
la->in,10,602947,1.66E-05
dc->la,10,602947,1.66E-05
in->nh,10,602947,1.66E-05
sc->nh,10,602947,1.66E-05
mn->de,10,602947,1.66E-05
nd->az,10,602947,1.66E-05
or->ut,10,602947,1.66E-05
ky->de,10,602947,1.66E-05
sd->mn,10,602947,1.66E-05
ct->nj,10,602947,1.66E-05
al->ky,10,602947,1.66E-05
de->md,10,602947,1.66E-05
me->va,10,602947,1.66E-05
vt->ma,10,602947,1.66E-05
sd->ny,10,602947,1.66E-05
or->mt,10,602947,1.66E-05
wi->ok,10,602947,1.66E-05
wv->ky,10,602947,1.66E-05
nc->ut,10,602947,1.66E-05
co->id,10,602947,1.66E-05
nh->co,10,602947,1.66E-05
md->nm,10,602947,1.66E-05
fl->vt,10,602947,1.66E-05
il->sd,10,602947,1.66E-05
id->az,10,602947,1.66E-05
in->me,10,602947,1.66E-05
ga->hi,10,602947,1.66E-05
ga->ok,10,602947,1.66E-05
wy->sd,10,602947,1.66E-05
ct->ma,10,602947,1.66E-05
mi->tn,10,602947,1.66E-05
hi->la,10,602947,1.66E-05
pr->ny,10,602947,1.66E-05
ia->wi,10,602947,1.66E-05
tn->sd,10,602947,1.66E-05
az->ne,10,602947,1.66E-05
ct->nv,10,602947,1.66E-05
al->wi,10,602947,1.66E-05
ri->nh,10,602947,1.66E-05
ne->az,10,602947,1.66E-05
nm->pa,10,602947,1.66E-05
ar->pa,10,602947,1.66E-05
wi->tn,10,602947,1.66E-05
wi->hi,10,602947,1.66E-05
ca->wy,10,602947,1.66E-05
pr->va,10,602947,1.66E-05
la->ak,10,602947,1.66E-05
la->co,10,602947,1.66E-05
or->nh,10,602947,1.66E-05
ia->ak,10,602947,1.66E-05
co->or,9,602947,1.49E-05
ma->de,9,602947,1.49E-05
de->sc,9,602947,1.49E-05
co->nc,9,602947,1.49E-05
hi->ct,9,602947,1.49E-05
pr->co,9,602947,1.49E-05
ut->mt,9,602947,1.49E-05
mt->ia,9,602947,1.49E-05
md->mo,9,602947,1.49E-05
hi->or,9,602947,1.49E-05
sc->il,9,602947,1.49E-05
ct->sc,9,602947,1.49E-05
ks->me,9,602947,1.49E-05
vt->ok,9,602947,1.49E-05
ok->la,9,602947,1.49E-05
la->il,9,602947,1.49E-05
md->hi,9,602947,1.49E-05
la->mt,9,602947,1.49E-05
mi->mt,9,602947,1.49E-05
ar->la,9,602947,1.49E-05
ut->al,9,602947,1.49E-05
ct->vt,9,602947,1.49E-05
in->mn,9,602947,1.49E-05
co->hi,9,602947,1.49E-05
de->oh,9,602947,1.49E-05
wy->la,9,602947,1.49E-05
ar->mi,9,602947,1.49E-05
or->ct,9,602947,1.49E-05
id->wy,9,602947,1.49E-05
wv->ia,9,602947,1.49E-05
de->ms,9,602947,1.49E-05
al->md,9,602947,1.49E-05
va->nh,9,602947,1.49E-05
az->ma,9,602947,1.49E-05
ia->wy,9,602947,1.49E-05
vi->va,9,602947,1.49E-05
nd->in,9,602947,1.49E-05
oh->ar,9,602947,1.49E-05
ky->or,9,602947,1.49E-05
co->in,9,602947,1.49E-05
wv->fl,9,602947,1.49E-05
ar->ks,9,602947,1.49E-05
la->mn,9,602947,1.49E-05
fl->ne,9,602947,1.49E-05
nh->wi,9,602947,1.49E-05
nc->ar,9,602947,1.49E-05
al->in,9,602947,1.49E-05
pa->vt,9,602947,1.49E-05
wv->pa,9,602947,1.49E-05
wi->sd,9,602947,1.49E-05
ar->il,9,602947,1.49E-05
tx->nd,9,602947,1.49E-05
ms->ak,9,602947,1.49E-05
ne->ak,9,602947,1.49E-05
la->mo,9,602947,1.49E-05
wy->or,9,602947,1.49E-05
in->ks,9,602947,1.49E-05
mi->ar,9,602947,1.49E-05
mo->nd,9,602947,1.49E-05
ut->hi,9,602947,1.49E-05
ks->ky,9,602947,1.49E-05
oh->ct,9,602947,1.49E-05
ut->ak,9,602947,1.49E-05
ga->tn,9,602947,1.49E-05
nh->ct,9,602947,1.49E-05
gu->wa,9,602947,1.49E-05
ut->wi,9,602947,1.49E-05
ct->sd,9,602947,1.49E-05
ne->wi,9,602947,1.49E-05
ar->wy,8,602947,1.33E-05
nc->ma,8,602947,1.33E-05
ne->ms,8,602947,1.33E-05
or->il,8,602947,1.33E-05
mi->wy,8,602947,1.33E-05
nd->ga,8,602947,1.33E-05
or->ok,8,602947,1.33E-05
me->ca,8,602947,1.33E-05
co->wy,8,602947,1.33E-05
oh->ma,8,602947,1.33E-05
in->mt,8,602947,1.33E-05
me->pa,8,602947,1.33E-05
nc->mt,8,602947,1.33E-05
ia->md,8,602947,1.33E-05
sc->nm,8,602947,1.33E-05
wi->vt,8,602947,1.33E-05
de->nc,8,602947,1.33E-05
or->mo,8,602947,1.33E-05
il->nd,8,602947,1.33E-05
hi->ut,8,602947,1.33E-05
ne->tn,8,602947,1.33E-05
ct->il,8,602947,1.33E-05
tn->ne,8,602947,1.33E-05
nh->in,8,602947,1.33E-05
ar->mt,8,602947,1.33E-05
ky->nc,8,602947,1.33E-05
ky->sd,8,602947,1.33E-05
nh->pa,8,602947,1.33E-05
sd->nd,8,602947,1.33E-05
wv->ks,8,602947,1.33E-05
in->la,8,602947,1.33E-05
ct->ar,8,602947,1.33E-05
ok->ks,8,602947,1.33E-05
tn->mt,8,602947,1.33E-05
id->ms,8,602947,1.33E-05
ut->la,8,602947,1.33E-05
oh->ne,8,602947,1.33E-05
ne->la,8,602947,1.33E-05
wa->de,8,602947,1.33E-05
nv->sc,8,602947,1.33E-05
me->ga,8,602947,1.33E-05
ct->mn,8,602947,1.33E-05
la->md,8,602947,1.33E-05
co->mt,8,602947,1.33E-05
ky->il,8,602947,1.33E-05
hi->nm,8,602947,1.33E-05
ok->al,8,602947,1.33E-05
pa->sd,8,602947,1.33E-05
wy->fl,8,602947,1.33E-05
al->hi,8,602947,1.33E-05
wy->ut,8,602947,1.33E-05
id->ak,8,602947,1.33E-05
il->ri,8,602947,1.33E-05
or->nm,8,602947,1.33E-05
nh->mn,8,602947,1.33E-05
ri->in,8,602947,1.33E-05
ut->ky,8,602947,1.33E-05
ut->pa,8,602947,1.33E-05
ia->sc,8,602947,1.33E-05
nj->vt,8,602947,1.33E-05
or->mn,8,602947,1.33E-05
ri->nc,8,602947,1.33E-05
wi->id,8,602947,1.33E-05
ri->ct,8,602947,1.33E-05
ar->oh,8,602947,1.33E-05
ne->mt,8,602947,1.33E-05
nv->ut,8,602947,1.33E-05
ks->mi,8,602947,1.33E-05
in->mo,8,602947,1.33E-05
ga->ut,8,602947,1.33E-05
nh->oh,8,602947,1.33E-05
la->hi,8,602947,1.33E-05
in->ut,8,602947,1.33E-05
ma->ne,8,602947,1.33E-05
id->ga,8,602947,1.33E-05
ia->nv,7,602947,1.16E-05
ok->hi,7,602947,1.16E-05
ky->sc,7,602947,1.16E-05
ms->me,7,602947,1.16E-05
ma->wy,7,602947,1.16E-05
mt->co,7,602947,1.16E-05
ok->tn,7,602947,1.16E-05
ne->sc,7,602947,1.16E-05
ms->ok,7,602947,1.16E-05
wv->in,7,602947,1.16E-05
la->nj,7,602947,1.16E-05
md->ma,7,602947,1.16E-05
vi->oh,7,602947,1.16E-05
in->pa,7,602947,1.16E-05
ak->in,7,602947,1.16E-05
nm->il,7,602947,1.16E-05
nv->ky,7,602947,1.16E-05
vt->ct,7,602947,1.16E-05
nj->wy,7,602947,1.16E-05
sd->ca,7,602947,1.16E-05
wy->id,7,602947,1.16E-05
id->or,7,602947,1.16E-05
dc->fl,7,602947,1.16E-05
va->ri,7,602947,1.16E-05
ar->hi,7,602947,1.16E-05
co->tn,7,602947,1.16E-05
ks->in,7,602947,1.16E-05
pa->ne,7,602947,1.16E-05
nc->nh,7,602947,1.16E-05
nh->ky,7,602947,1.16E-05
ms->az,7,602947,1.16E-05
ar->ok,7,602947,1.16E-05
nd->la,7,602947,1.16E-05
in->wi,7,602947,1.16E-05
as->wa,7,602947,1.16E-05
nd->oh,7,602947,1.16E-05
ok->mi,7,602947,1.16E-05
mi->sc,7,602947,1.16E-05
co->ok,7,602947,1.16E-05
ne->nc,7,602947,1.16E-05
tn->ct,7,602947,1.16E-05
tn->nv,7,602947,1.16E-05
wi->ma,7,602947,1.16E-05
hi->nj,7,602947,1.16E-05
mp->ca,7,602947,1.16E-05
md->mt,7,602947,1.16E-05
ri->nm,7,602947,1.16E-05
pr->tx,7,602947,1.16E-05
al->mo,7,602947,1.16E-05
me->ny,7,602947,1.16E-05
pa->nm,7,602947,1.16E-05
ks->co,7,602947,1.16E-05
nm->or,7,602947,1.16E-05
me->al,7,602947,1.16E-05
nc->ks,7,602947,1.16E-05
fl->sd,7,602947,1.16E-05
ar->md,7,602947,1.16E-05
ok->de,7,602947,1.16E-05
wv->me,7,602947,1.16E-05
oh->mt,7,602947,1.16E-05
ak->tx,7,602947,1.16E-05
nh->ar,7,602947,1.16E-05
ok->md,7,602947,1.16E-05
wi->nj,7,602947,1.16E-05
ut->il,7,602947,1.16E-05
id->co,7,602947,1.16E-05
ny->nd,7,602947,1.16E-05
ar->ky,7,602947,1.16E-05
ar->ut,7,602947,1.16E-05
nc->id,7,602947,1.16E-05
al->de,7,602947,1.16E-05
ri->sc,7,602947,1.16E-05
wy->mt,7,602947,1.16E-05
al->ak,7,602947,1.16E-05
ky->ut,7,602947,1.16E-05
wi->mt,7,602947,1.16E-05
ne->oh,7,602947,1.16E-05
ks->tn,7,602947,1.16E-05
nv->mo,7,602947,1.16E-05
la->nm,7,602947,1.16E-05
pa->nh,7,602947,1.16E-05
ri->nj,7,602947,1.16E-05
sd->fl,7,602947,1.16E-05
ia->ok,7,602947,1.16E-05
ks->al,7,602947,1.16E-05
nc->ct,7,602947,1.16E-05
ms->ia,6,602947,9.95E-06
mi->ne,6,602947,9.95E-06
ks->ms,6,602947,9.95E-06
sd->co,6,602947,9.95E-06
co->ct,6,602947,9.95E-06
wy->me,6,602947,9.95E-06
md->ut,6,602947,9.95E-06
de->ct,6,602947,9.95E-06
ky->mn,6,602947,9.95E-06
ga->mt,6,602947,9.95E-06
de->ut,6,602947,9.95E-06
ky->md,6,602947,9.95E-06
or->ne,6,602947,9.95E-06
ky->ne,6,602947,9.95E-06
sd->va,6,602947,9.95E-06
sc->or,6,602947,9.95E-06
nm->wy,6,602947,9.95E-06
az->ct,6,602947,9.95E-06
wv->nj,6,602947,9.95E-06
vt->hi,6,602947,9.95E-06
ma->ri,6,602947,9.95E-06
nv->pa,6,602947,9.95E-06
in->ky,6,602947,9.95E-06
ia->hi,6,602947,9.95E-06
az->ar,6,602947,9.95E-06
or->tn,6,602947,9.95E-06
sd->mt,6,602947,9.95E-06
in->ma,6,602947,9.95E-06
tn->nh,6,602947,9.95E-06
ks->nm,6,602947,9.95E-06
va->nd,6,602947,9.95E-06
ky->ma,6,602947,9.95E-06
ct->wy,6,602947,9.95E-06
ne->ar,6,602947,9.95E-06
il->ne,6,602947,9.95E-06
ky->nh,6,602947,9.95E-06
wy->ky,6,602947,9.95E-06
mn->id,6,602947,9.95E-06
ut->id,6,602947,9.95E-06
wy->oh,6,602947,9.95E-06
nj->ne,6,602947,9.95E-06
ne->ut,6,602947,9.95E-06
nh->ia,6,602947,9.95E-06
ak->ut,6,602947,9.95E-06
la->de,6,602947,9.95E-06
la->nd,6,602947,9.95E-06
sc->ks,6,602947,9.95E-06
la->tn,6,602947,9.95E-06
mn->ct,6,602947,9.95E-06
ga->ar,6,602947,9.95E-06
nm->de,6,602947,9.95E-06
wv->md,6,602947,9.95E-06
sc->nd,6,602947,9.95E-06
ma->sd,6,602947,9.95E-06
wv->tn,6,602947,9.95E-06
sd->ga,6,602947,9.95E-06
ia->pa,6,602947,9.95E-06
pr->hi,6,602947,9.95E-06
mt->fl,6,602947,9.95E-06
ga->ks,6,602947,9.95E-06
ks->mt,6,602947,9.95E-06
or->ma,6,602947,9.95E-06
pr->la,6,602947,9.95E-06
sc->de,6,602947,9.95E-06
vt->ri,6,602947,9.95E-06
oh->id,6,602947,9.95E-06
ok->mn,6,602947,9.95E-06
mo->ri,6,602947,9.95E-06
nv->nm,6,602947,9.95E-06
de->me,6,602947,9.95E-06
wi->ct,6,602947,9.95E-06
nd->ny,6,602947,9.95E-06
ct->ut,6,602947,9.95E-06
wv->az,6,602947,9.95E-06
ok->ky,6,602947,9.95E-06
ri->de,6,602947,9.95E-06
ms->mo,6,602947,9.95E-06
co->ma,6,602947,9.95E-06
wi->ne,6,602947,9.95E-06
in->ct,6,602947,9.95E-06
tn->id,6,602947,9.95E-06
wy->pa,6,602947,9.95E-06
de->nh,6,602947,9.95E-06
ia->nc,6,602947,9.95E-06
mt->mo,6,602947,9.95E-06
ri->ut,6,602947,9.95E-06
ne->or,6,602947,9.95E-06
mt->ks,6,602947,9.95E-06
me->wy,5,602947,8.29E-06
fl->nd,5,602947,8.29E-06
nv->wy,5,602947,8.29E-06
ks->md,5,602947,8.29E-06
ky->id,5,602947,8.29E-06
sd->az,5,602947,8.29E-06
ky->la,5,602947,8.29E-06
ct->ri,5,602947,8.29E-06
va->wy,5,602947,8.29E-06
id->fl,5,602947,8.29E-06
al->or,5,602947,8.29E-06
nc->ok,5,602947,8.29E-06
al->nm,5,602947,8.29E-06
ne->sd,5,602947,8.29E-06
de->vt,5,602947,8.29E-06
la->nv,5,602947,8.29E-06
nd->al,5,602947,8.29E-06
mt->mi,5,602947,8.29E-06
la->sc,5,602947,8.29E-06
sd->me,5,602947,8.29E-06
ar->nc,5,602947,8.29E-06
