state_link,total_link_count,total_count,percent_total
me->az,5,602947,8.29E-06
ak->la,5,602947,8.29E-06
de->mn,5,602947,8.29E-06
ia->tn,5,602947,8.29E-06
vi->ky,5,602947,8.29E-06
nm->nh,5,602947,8.29E-06
nh->ok,5,602947,8.29E-06
sd->in,5,602947,8.29E-06
hi->md,5,602947,8.29E-06
la->ne,5,602947,8.29E-06
sc->wy,5,602947,8.29E-06
ia->ar,5,602947,8.29E-06
ak->ca,5,602947,8.29E-06
nm->md,5,602947,8.29E-06
az->nd,5,602947,8.29E-06
ok->ut,5,602947,8.29E-06
id->va,5,602947,8.29E-06
sc->ma,5,602947,8.29E-06
mt->wy,5,602947,8.29E-06
wi->de,5,602947,8.29E-06
ne->id,5,602947,8.29E-06
or->wy,5,602947,8.29E-06
ar->nm,5,602947,8.29E-06
ma->nd,5,602947,8.29E-06
in->ok,5,602947,8.29E-06
dc->vt,5,602947,8.29E-06
vi->la,5,602947,8.29E-06
mt->ak,5,602947,8.29E-06
wy->nv,5,602947,8.29E-06
sc->sd,5,602947,8.29E-06
oh->nm,5,602947,8.29E-06
ms->mi,5,602947,8.29E-06
nh->or,5,602947,8.29E-06
nd->me,5,602947,8.29E-06
in->ar,5,602947,8.29E-06
or->ar,5,602947,8.29E-06
ct->id,5,602947,8.29E-06
ar->de,5,602947,8.29E-06
ms->tn,5,602947,8.29E-06
md->ri,5,602947,8.29E-06
nv->il,5,602947,8.29E-06
sd->ne,5,602947,8.29E-06
la->ut,5,602947,8.29E-06
nd->il,5,602947,8.29E-06
nm->sd,5,602947,8.29E-06
wv->il,5,602947,8.29E-06
mt->pa,5,602947,8.29E-06
ne->nj,5,602947,8.29E-06
mt->va,5,602947,8.29E-06
ia->mt,5,602947,8.29E-06
id->mn,5,602947,8.29E-06
ut->in,5,602947,8.29E-06
wv->nc,5,602947,8.29E-06
nv->ks,5,602947,8.29E-06
me->ak,5,602947,8.29E-06
wv->mi,5,602947,8.29E-06
ut->ks,5,602947,8.29E-06
wv->nm,5,602947,8.29E-06
in->sc,5,602947,8.29E-06
ms->nc,5,602947,8.29E-06
nd->ok,5,602947,8.29E-06
ga->id,5,602947,8.29E-06
al->il,5,602947,8.29E-06
in->hi,5,602947,8.29E-06
wy->nc,5,602947,8.29E-06
wa->ri,5,602947,8.29E-06
de->id,5,602947,8.29E-06
in->nc,5,602947,8.29E-06
ky->nm,5,602947,8.29E-06
sc->ct,5,602947,8.29E-06
al->ks,5,602947,8.29E-06
ia->ks,5,602947,8.29E-06
hi->ar,5,602947,8.29E-06
ms->mn,5,602947,8.29E-06
co->mo,5,602947,8.29E-06
al->sc,5,602947,8.29E-06
de->nv,5,602947,8.29E-06
ks->ne,5,602947,8.29E-06
nh->mo,5,602947,8.29E-06
id->ut,5,602947,8.29E-06
nh->hi,5,602947,8.29E-06
ok->mo,5,602947,8.29E-06
az->nh,5,602947,8.29E-06
wv->or,5,602947,8.29E-06
nv->ct,5,602947,8.29E-06
pr->al,5,602947,8.29E-06
ks->oh,5,602947,8.29E-06
ia->or,5,602947,8.29E-06
ut->nc,5,602947,8.29E-06
ks->mn,5,602947,8.29E-06
pr->pa,5,602947,8.29E-06
ut->md,5,602947,8.29E-06
ne->wy,4,602947,6.63E-06
ne->ky,4,602947,6.63E-06
in->wy,4,602947,6.63E-06
ms->co,4,602947,6.63E-06
la->wy,4,602947,6.63E-06
in->ak,4,602947,6.63E-06
wv->mn,4,602947,6.63E-06
me->la,4,602947,6.63E-06
ks->ak,4,602947,6.63E-06
mt->ms,4,602947,6.63E-06
nm->ne,4,602947,6.63E-06
sc->ok,4,602947,6.63E-06
ks->la,4,602947,6.63E-06
sc->hi,4,602947,6.63E-06
tn->vt,4,602947,6.63E-06
ms->ks,4,602947,6.63E-06
id->al,4,602947,6.63E-06
ok->wy,4,602947,6.63E-06
mt->me,4,602947,6.63E-06
mp->ak,4,602947,6.63E-06
tn->wy,4,602947,6.63E-06
ks->id,4,602947,6.63E-06
wy->nm,4,602947,6.63E-06
nd->wy,4,602947,6.63E-06
id->ny,4,602947,6.63E-06
me->ms,4,602947,6.63E-06
or->de,4,602947,6.63E-06
nv->ok,4,602947,6.63E-06
vi->sc,4,602947,6.63E-06
ms->in,4,602947,6.63E-06
va->ne,4,602947,6.63E-06
nd->md,4,602947,6.63E-06
de->or,4,602947,6.63E-06
dc->me,4,602947,6.63E-06
de->mo,4,602947,6.63E-06
co->vt,4,602947,6.63E-06
ga->vt,4,602947,6.63E-06
id->mt,4,602947,6.63E-06
vi->al,4,602947,6.63E-06
me->vt,4,602947,6.63E-06
nd->mi,4,602947,6.63E-06
ia->id,4,602947,6.63E-06
ms->oh,4,602947,6.63E-06
mi->id,4,602947,6.63E-06
la->id,4,602947,6.63E-06
vt->ne,4,602947,6.63E-06
id->hi,4,602947,6.63E-06
ok->or,4,602947,6.63E-06
de->tn,4,602947,6.63E-06
pr->ct,4,602947,6.63E-06
ia->sd,4,602947,6.63E-06
nc->nm,4,602947,6.63E-06
de->ky,4,602947,6.63E-06
ok->nc,4,602947,6.63E-06
in->co,4,602947,6.63E-06
mi->vt,4,602947,6.63E-06
ky->hi,4,602947,6.63E-06
al->ct,4,602947,6.63E-06
ga->nm,4,602947,6.63E-06
ar->nj,4,602947,6.63E-06
ms->hi,4,602947,6.63E-06
ok->il,4,602947,6.63E-06
ct->nh,4,602947,6.63E-06
ak->ri,4,602947,6.63E-06
pa->id,4,602947,6.63E-06
la->ma,4,602947,6.63E-06
oh->sd,4,602947,6.63E-06
vi->ms,4,602947,6.63E-06
mn->vt,4,602947,6.63E-06
fl->ri,4,602947,6.63E-06
in->md,4,602947,6.63E-06
wy->ak,4,602947,6.63E-06
wa->nd,4,602947,6.63E-06
ok->nm,4,602947,6.63E-06
mi->ct,4,602947,6.63E-06
or->vt,4,602947,6.63E-06
al->mn,4,602947,6.63E-06
mt->in,4,602947,6.63E-06
de->in,4,602947,6.63E-06
hi->id,4,602947,6.63E-06
ut->de,4,602947,6.63E-06
or->nd,4,602947,6.63E-06
al->nj,4,602947,6.63E-06
wv->ak,4,602947,6.63E-06
al->ne,4,602947,6.63E-06
ut->mn,4,602947,6.63E-06
vt->nd,4,602947,6.63E-06
co->nm,4,602947,6.63E-06
oh->vt,4,602947,6.63E-06
pr->oh,4,602947,6.63E-06
al->ok,4,602947,6.63E-06
ms->md,4,602947,6.63E-06
ks->wi,4,602947,6.63E-06
mp->va,4,602947,6.63E-06
co->il,4,602947,6.63E-06
de->hi,4,602947,6.63E-06
ga->ct,4,602947,6.63E-06
ok->co,4,602947,6.63E-06
mp->md,4,602947,6.63E-06
ut->ar,4,602947,6.63E-06
vt->mt,4,602947,6.63E-06
sd->ms,4,602947,6.63E-06
nd->fl,4,602947,6.63E-06
hi->tn,4,602947,6.63E-06
sc->ar,4,602947,6.63E-06
oh->nd,4,602947,6.63E-06
sd->or,4,602947,6.63E-06
ks->pa,4,602947,6.63E-06
hi->de,4,602947,6.63E-06
ia->nd,4,602947,6.63E-06
nv->de,4,602947,6.63E-06
wv->ms,4,602947,6.63E-06
nv->or,4,602947,6.63E-06
ak->nj,4,602947,6.63E-06
ks->wy,3,602947,4.98E-06
ok->mt,3,602947,4.98E-06
pr->ms,3,602947,4.98E-06
sd->ok,3,602947,4.98E-06
vi->md,3,602947,4.98E-06
nh->il,3,602947,4.98E-06
id->mo,3,602947,4.98E-06
vi->wi,3,602947,4.98E-06
ut->mi,3,602947,4.98E-06
nd->id,3,602947,4.98E-06
ak->wy,3,602947,4.98E-06
ak->nv,3,602947,4.98E-06
me->or,3,602947,4.98E-06
me->mi,3,602947,4.98E-06
al->wy,3,602947,4.98E-06
ok->pa,3,602947,4.98E-06
dc->ut,3,602947,4.98E-06
sd->wy,3,602947,4.98E-06
in->nj,3,602947,4.98E-06
nd->ut,3,602947,4.98E-06
ne->ma,3,602947,4.98E-06
me->ok,3,602947,4.98E-06
co->nd,3,602947,4.98E-06
ia->nh,3,602947,4.98E-06
ak->me,3,602947,4.98E-06
wa->wy,3,602947,4.98E-06
ks->hi,3,602947,4.98E-06
nc->vt,3,602947,4.98E-06
mt->ny,3,602947,4.98E-06
me->ia,3,602947,4.98E-06
vi->ok,3,602947,4.98E-06
nd->or,3,602947,4.98E-06
ak->ny,3,602947,4.98E-06
ut->sc,3,602947,4.98E-06
wy->ks,3,602947,4.98E-06
de->nj,3,602947,4.98E-06
ri->id,3,602947,4.98E-06
al->ar,3,602947,4.98E-06
co->nj,3,602947,4.98E-06
ri->vt,3,602947,4.98E-06
ak->or,3,602947,4.98E-06
tn->nd,3,602947,4.98E-06
ia->vt,3,602947,4.98E-06
in->nv,3,602947,4.98E-06
ms->id,3,602947,4.98E-06
sc->ne,3,602947,4.98E-06
nd->nv,3,602947,4.98E-06
nh->ri,3,602947,4.98E-06
dc->ca,3,602947,4.98E-06
me->ks,3,602947,4.98E-06
ky->nd,3,602947,4.98E-06
nv->tn,3,602947,4.98E-06
pr->me,3,602947,4.98E-06
al->vt,3,602947,4.98E-06
tn->nm,3,602947,4.98E-06
wv->ok,3,602947,4.98E-06
id->nv,3,602947,4.98E-06
vt->nm,3,602947,4.98E-06
mt->la,3,602947,4.98E-06
id->me,3,602947,4.98E-06
nd->hi,3,602947,4.98E-06
nj->nd,3,602947,4.98E-06
wy->mi,3,602947,4.98E-06
sd->ks,3,602947,4.98E-06
vi->pa,3,602947,4.98E-06
pr->tn,3,602947,4.98E-06
wv->mo,3,602947,4.98E-06
md->tn,3,602947,4.98E-06
ks->or,3,602947,4.98E-06
nv->nh,3,602947,4.98E-06
ut->vt,3,602947,4.98E-06
sd->oh,3,602947,4.98E-06
dc->nc,3,602947,4.98E-06
ms->ne,3,602947,4.98E-06
hi->ne,3,602947,4.98E-06
ks->ar,3,602947,4.98E-06
wv->al,3,602947,4.98E-06
ne->de,3,602947,4.98E-06
nm->ct,3,602947,4.98E-06
ri->mo,3,602947,4.98E-06
nm->nd,3,602947,4.98E-06
pr->nj,3,602947,4.98E-06
ut->ne,3,602947,4.98E-06
ut->mo,3,602947,4.98E-06
nh->ut,3,602947,4.98E-06
wa->sd,3,602947,4.98E-06
ut->ok,3,602947,4.98E-06
al->mt,3,602947,4.98E-06
ri->ar,3,602947,4.98E-06
ar->in,3,602947,4.98E-06
dc->ny,3,602947,4.98E-06
vi->nc,3,602947,4.98E-06
wy->ne,3,602947,4.98E-06
dc->al,3,602947,4.98E-06
nm->ma,3,602947,4.98E-06
ky->nv,3,602947,4.98E-06
ga->wy,3,602947,4.98E-06
in->tn,3,602947,4.98E-06
ct->nm,3,602947,4.98E-06
ky->vt,3,602947,4.98E-06
dc->ct,3,602947,4.98E-06
mt->ut,3,602947,4.98E-06
mp->nj,3,602947,4.98E-06
hi->nd,3,602947,4.98E-06
or->nj,3,602947,4.98E-06
vi->ca,3,602947,4.98E-06
nm->sc,3,602947,4.98E-06
nh->nd,3,602947,4.98E-06
vi->nv,3,602947,4.98E-06
de->ma,3,602947,4.98E-06
dc->or,3,602947,4.98E-06
ri->nd,3,602947,4.98E-06
nv->nj,3,602947,4.98E-06
ut->ma,3,602947,4.98E-06
ok->sc,2,602947,3.32E-06
me->ct,2,602947,3.32E-06
mt->hi,2,602947,3.32E-06
ok->nh,2,602947,3.32E-06
dc->ms,2,602947,3.32E-06
ar->ma,2,602947,3.32E-06
wv->nv,2,602947,3.32E-06
pr->ri,2,602947,3.32E-06
mp->co,2,602947,3.32E-06
nh->id,2,602947,3.32E-06
mp->fl,2,602947,3.32E-06
ak->ma,2,602947,3.32E-06
la->sd,2,602947,3.32E-06
wi->wy,2,602947,3.32E-06
ks->nd,2,602947,3.32E-06
ms->ky,2,602947,3.32E-06
nc->wy,2,602947,3.32E-06
nc->ne,2,602947,3.32E-06
sd->ar,2,602947,3.32E-06
wv->ct,2,602947,3.32E-06
md->ar,2,602947,3.32E-06
ut->ms,2,602947,3.32E-06
nh->md,2,602947,3.32E-06
ms->wy,2,602947,3.32E-06
ia->ct,2,602947,3.32E-06
nd->pa,2,602947,3.32E-06
mp->me,2,602947,3.32E-06
dc->az,2,602947,3.32E-06
wi->ri,2,602947,3.32E-06
mp->mi,2,602947,3.32E-06
nc->sd,2,602947,3.32E-06
ut->nj,2,602947,3.32E-06
ky->ct,2,602947,3.32E-06
vi->il,2,602947,3.32E-06
nd->ky,2,602947,3.32E-06
wy->wi,2,602947,3.32E-06
pr->wi,2,602947,3.32E-06
me->co,2,602947,3.32E-06
wv->sd,2,602947,3.32E-06
nv->sd,2,602947,3.32E-06
nv->nc,2,602947,3.32E-06
nv->wi,2,602947,3.32E-06
ga->sd,2,602947,3.32E-06
de->mt,2,602947,3.32E-06
sc->nj,2,602947,3.32E-06
ga->nj,2,602947,3.32E-06
dc->ks,2,602947,3.32E-06
dc->nv,2,602947,3.32E-06
co->sd,2,602947,3.32E-06
pr->md,2,602947,3.32E-06
hi->sd,2,602947,3.32E-06
pr->il,2,602947,3.32E-06
ak->sd,2,602947,3.32E-06
me->nm,2,602947,3.32E-06
dc->ri,2,602947,3.32E-06
ne->ct,2,602947,3.32E-06
me->in,2,602947,3.32E-06
dc->ma,2,602947,3.32E-06
nd->ct,2,602947,3.32E-06
wi->ar,2,602947,3.32E-06
id->ar,2,602947,3.32E-06
hi->vt,2,602947,3.32E-06
sd->nv,2,602947,3.32E-06
wy->ms,2,602947,3.32E-06
ak->co,2,602947,3.32E-06
wi->nd,2,602947,3.32E-06
vi->mi,2,602947,3.32E-06
vi->nj,2,602947,3.32E-06
ut->ri,2,602947,3.32E-06
sc->vt,2,602947,3.32E-06
me->ar,2,602947,3.32E-06
ak->ga,2,602947,3.32E-06
mt->oh,2,602947,3.32E-06
pr->ut,2,602947,3.32E-06
ok->nj,2,602947,3.32E-06
mt->ma,2,602947,3.32E-06
hi->ma,2,602947,3.32E-06
dc->mi,2,602947,3.32E-06
nh->de,2,602947,3.32E-06
sd->hi,2,602947,3.32E-06
id->ky,2,602947,3.32E-06
id->nc,2,602947,3.32E-06
de->il,2,602947,3.32E-06
ga->nh,2,602947,3.32E-06
nd->nm,2,602947,3.32E-06
al->nh,2,602947,3.32E-06
nv->ne,2,602947,3.32E-06
mi->ri,2,602947,3.32E-06
nv->ma,2,602947,3.32E-06
vi->mo,2,602947,3.32E-06
wv->wi,2,602947,3.32E-06
dc->de,2,602947,3.32E-06
ms->or,2,602947,3.32E-06
ga->ma,2,602947,3.32E-06
ut->nm,2,602947,3.32E-06
ar->ct,2,602947,3.32E-06
ct->nd,2,602947,3.32E-06
hi->ri,2,602947,3.32E-06
ak->va,2,602947,3.32E-06
ak->pa,2,602947,3.32E-06
de->ks,2,602947,3.32E-06
nh->tn,2,602947,3.32E-06
vt->de,2,602947,3.32E-06
ks->sc,2,602947,3.32E-06
az->ri,2,602947,3.32E-06
in->ne,2,602947,3.32E-06
nd->nc,2,602947,3.32E-06
nh->nc,2,602947,3.32E-06
al->ut,2,602947,3.32E-06
ok->vt,2,602947,3.32E-06
pa->ri,2,602947,3.32E-06
sd->il,2,602947,3.32E-06
nd->ne,2,602947,3.32E-06
mt->nd,2,602947,3.32E-06
ms->sc,2,602947,3.32E-06
id->de,2,602947,3.32E-06
wy->tn,2,602947,3.32E-06
mt->wi,2,602947,3.32E-06
la->ri,2,602947,3.32E-06
ri->hi,2,602947,3.32E-06
nd->de,2,602947,3.32E-06
sd->pa,2,602947,3.32E-06
nh->ne,2,602947,3.32E-06
ok->ne,2,602947,3.32E-06
mp->ny,2,602947,3.32E-06
ak->fl,2,602947,3.32E-06
ok->wi,2,602947,3.32E-06
wy->ok,2,602947,3.32E-06
de->ri,2,602947,3.32E-06
mp->sc,2,602947,3.32E-06
ks->nv,2,602947,3.32E-06
nv->ri,2,602947,3.32E-06
mt->az,2,602947,3.32E-06
al->nd,2,602947,3.32E-06
ri->ne,2,602947,3.32E-06
ga->nd,2,602947,3.32E-06
de->wy,2,602947,3.32E-06
as->hi,2,602947,3.32E-06
pr->ky,2,602947,3.32E-06
ri->sd,2,602947,3.32E-06
wv->ut,2,602947,3.32E-06
ok->sd,1,602947,1.66E-06
sd->ma,1,602947,1.66E-06
nh->wy,1,602947,1.66E-06
mp->ia,1,602947,1.66E-06
ks->il,1,602947,1.66E-06
in->nm,1,602947,1.66E-06
vi->ma,1,602947,1.66E-06
wv->hi,1,602947,1.66E-06
ok->in,1,602947,1.66E-06
sd->ak,1,602947,1.66E-06
ar->id,1,602947,1.66E-06
al->ma,1,602947,1.66E-06
id->ks,1,602947,1.66E-06
pr->nm,1,602947,1.66E-06
mt->al,1,602947,1.66E-06
pr->ok,1,602947,1.66E-06
ms->il,1,602947,1.66E-06
me->nv,1,602947,1.66E-06
id->sd,1,602947,1.66E-06
dc->sd,1,602947,1.66E-06
wy->il,1,602947,1.66E-06
ks->ma,1,602947,1.66E-06
ok->ma,1,602947,1.66E-06
vi->mn,1,602947,1.66E-06
wy->in,1,602947,1.66E-06
ak->il,1,602947,1.66E-06
nm->vt,1,602947,1.66E-06
wy->md,1,602947,1.66E-06
ks->nh,1,602947,1.66E-06
ak->ia,1,602947,1.66E-06
dc->co,1,602947,1.66E-06
sd->sc,1,602947,1.66E-06
me->nj,1,602947,1.66E-06
vi->vt,1,602947,1.66E-06
md->sd,1,602947,1.66E-06
pr->ia,1,602947,1.66E-06
vi->hi,1,602947,1.66E-06
dc->hi,1,602947,1.66E-06
ne->nd,1,602947,1.66E-06
id->il,1,602947,1.66E-06
mi->sd,1,602947,1.66E-06
id->md,1,602947,1.66E-06
de->ne,1,602947,1.66E-06
ak->tn,1,602947,1.66E-06
id->in,1,602947,1.66E-06
me->id,1,602947,1.66E-06
dc->ga,1,602947,1.66E-06
wv->sc,1,602947,1.66E-06
mt->mn,1,602947,1.66E-06
mp->ky,1,602947,1.66E-06
dc->ok,1,602947,1.66E-06
sd->id,1,602947,1.66E-06
wv->ma,1,602947,1.66E-06
ks->de,1,602947,1.66E-06
as->va,1,602947,1.66E-06
me->md,1,602947,1.66E-06
me->hi,1,602947,1.66E-06
vt->sd,1,602947,1.66E-06
id->wi,1,602947,1.66E-06
ms->wi,1,602947,1.66E-06
me->mo,1,602947,1.66E-06
vi->ut,1,602947,1.66E-06
wy->mn,1,602947,1.66E-06
pr->az,1,602947,1.66E-06
sd->tn,1,602947,1.66E-06
md->nd,1,602947,1.66E-06
vi->me,1,602947,1.66E-06
ak->id,1,602947,1.66E-06
wy->mo,1,602947,1.66E-06
wy->sc,1,602947,1.66E-06
dc->il,1,602947,1.66E-06
nd->ri,1,602947,1.66E-06
vi->sd,1,602947,1.66E-06
ar->vt,1,602947,1.66E-06
me->il,1,602947,1.66E-06
mt->id,1,602947,1.66E-06
ak->hi,1,602947,1.66E-06
nv->nd,1,602947,1.66E-06
ak->ar,1,602947,1.66E-06
ia->nj,1,602947,1.66E-06
nh->sd,1,602947,1.66E-06
wy->ma,1,602947,1.66E-06
wv->de,1,602947,1.66E-06
ks->nj,1,602947,1.66E-06
dc->wy,1,602947,1.66E-06
as->al,1,602947,1.66E-06
ut->wy,1,602947,1.66E-06
ak->al,1,602947,1.66E-06
me->nc,1,602947,1.66E-06
ak->az,1,602947,1.66E-06
al->ri,1,602947,1.66E-06
md->wy,1,602947,1.66E-06
wv->co,1,602947,1.66E-06
mp->de,1,602947,1.66E-06
mt->ky,1,602947,1.66E-06
sd->la,1,602947,1.66E-06
me->tn,1,602947,1.66E-06
mp->ct,1,602947,1.66E-06
pr->ma,1,602947,1.66E-06
mt->de,1,602947,1.66E-06
nd->ar,1,602947,1.66E-06
me->mn,1,602947,1.66E-06
mp->ma,1,602947,1.66E-06
sd->mi,1,602947,1.66E-06
ak->nc,1,602947,1.66E-06
ak->oh,1,602947,1.66E-06
vi->ne,1,602947,1.66E-06
sd->ct,1,602947,1.66E-06
ia->ri,1,602947,1.66E-06
mt->il,1,602947,1.66E-06
sd->ut,1,602947,1.66E-06
pr->wy,1,602947,1.66E-06
ut->tn,1,602947,1.66E-06
sd->al,1,602947,1.66E-06
in->id,1,602947,1.66E-06
mt->ri,1,602947,1.66E-06
de->ar,1,602947,1.66E-06
ms->ma,1,602947,1.66E-06
ar->nd,1,602947,1.66E-06
mt->nm,1,602947,1.66E-06
ia->nm,1,602947,1.66E-06
nh->nm,1,602947,1.66E-06
mp->nm,1,602947,1.66E-06
ok->id,1,602947,1.66E-06
ak->mt,1,602947,1.66E-06
nm->tn,1,602947,1.66E-06
hi->wy,1,602947,1.66E-06
me->ky,1,602947,1.66E-06
vi->ia,1,602947,1.66E-06
pr->or,1,602947,1.66E-06
ky->nj,1,602947,1.66E-06
mp->mo,1,602947,1.66E-06
pa->nd,1,602947,1.66E-06
mp->tn,1,602947,1.66E-06
nv->vt,1,602947,1.66E-06
dc->ak,1,602947,1.66E-06
dc->sc,1,602947,1.66E-06
vi->in,1,602947,1.66E-06
ar->ne,1,602947,1.66E-06
mp->ga,1,602947,1.66E-06
me->wi,1,602947,1.66E-06
dc->pa,1,602947,1.66E-06
nm->nc,1,602947,1.66E-06
wy->hi,1,602947,1.66E-06
co->ne,1,602947,1.66E-06
ms->ct,1,602947,1.66E-06
nm->ar,1,602947,1.66E-06
ne->pa,1,602947,1.66E-06
mt->sd,1,602947,1.66E-06
ok->nv,1,602947,1.66E-06
mt->nv,1,602947,1.66E-06
ne->ri,1,602947,1.66E-06
nd->ma,1,602947,1.66E-06
la->vt,1,602947,1.66E-06
ut->ct,1,602947,1.66E-06
vi->de,1,602947,1.66E-06
ne->nm,1,602947,1.66E-06
me->nh,1,602947,1.66E-06
ak->mn,1,602947,1.66E-06
id->ok,1,602947,1.66E-06
nh->ks,1,602947,1.66E-06
mt->or,1,602947,1.66E-06
id->ne,1,602947,1.66E-06
mn->ri,1,602947,1.66E-06
vi->co,1,602947,1.66E-06
nh->sc,1,602947,1.66E-06
sd->de,1,602947,1.66E-06
wy->vt,1,602947,1.66E-06
mi->nd,1,602947,1.66E-06
oh->ri,1,602947,1.66E-06
ne->nv,1,602947,1.66E-06
dc->oh,1,602947,1.66E-06
vi->tn,1,602947,1.66E-06
nc->ri,1,602947,1.66E-06